,fluxes
SUCCt2_2pp,0.0
SUCCt2_3pp,0.0
SUCCt3pp,0.0
SUCCtex,0.0
SUCDi,0.0
SUCFUMtpp,0.0
SUCMALtpp,0.0
SUCOAS,0.0
SUCRtex,0.0
SUCTARTtpp,0.0
SUCptspp,0.0
SULFACabcpp,0.0
SULFACtex,0.0
SULabcpp,0.0
T2DECAI,0.0
TALA,-0.022742428096928797
TARTD,0.0
TARTRDtex,0.0
TARTRt7pp,0.0
TARTRtex,0.0
TARTt2_3pp,0.0
TAUDO,0.0
TAURabcpp,0.0
TAURtex,0.0
TCYNTtex,0.0
TDP,0.0
TDPADGAT,0.0
TDPAGTA,0.0
TDPDRE,0.0008803569330554852
TDPGDH,0.0008803569330554852
TDSK,0.0008803569330554852
TDSR1,0.0
TDSR2,0.0
TGBPA,0.0
THDPS,0.03899286734834457
THIORDXi,0.0
THMDt2rpp,0.0
THMDtex,0.0
THMabcpp,0.0
THMtex,0.0
THRA2i,0.0
THRAi,0.0
THRD_L,0.030490742773053834
THRPtex,0.0
THRS,0.0
THRTRS,0.0
THRabcpp,0.0
THRt2rpp,0.0
THRt4pp,0.0
THRtex,0.0
THYMt3pp,0.0
THYMtex,0.0
TKT1,-0.019221000364706857
TKT2,-0.06293653821419044
TMAOR1,0.0
TMAOR1pp,0.0
TMAOR2,0.0
TMAOR2pp,0.0
TMAOtex,0.0
TMAtex,0.0
TMDK1,0.0
TMDPP,0.0
TMDS,0.0026790889123348436
TMK,0.0
TMPK,2.4085338740200366e-05
TMPPP,2.4085338740200366e-05
TPI,-0.13215621766547692
TPRDCOAS,0.0
TRE6PH,0.0
TRE6PP,0.0
TRE6PS,0.0
TREH,0.0
TREHpp,0.0
TREptspp,0.0
TREtex,0.0
TRPAS2,-0.005965603587337341
TRPS1,0.0
TRPS2,0.0
TRPS3,0.005965603587337341
TRPTRS,-0.0
TRPt2rpp,0.0
TRPtex,0.0
TSULabcpp,0.0
TSULtex,0.0
TTDCAtexi,0.0
TTDCEAtexi,0.0
TTRCYCtex,0.0
TTRCYCtpp,0.0
TUNGSabcpp,0.0
TUNGStex,0.0
TYMtex,0.0
TYROXDApp,0.0
TYRPpp,0.0
TYRPtex,0.0
TYRTA,-0.014496133741501042
TYRTRS,-0.0
TYRt2rpp,0.0
TYRtex,0.0
ThDPAT,0.0
U23GAAT,0.0017607138661109704
UAAGDS,0.0029784815535358992
UACGALPpp,0.0
UACGAMPpp,0.0
UACGAMtex,0.0
UAG2E,0.0
UAGAAT,0.0017607138661109704
UAGCVT,0.0029784815535358992
UAGDP,0.0077176769731827684
UAGPT3,0.0029784815535358992
UAMAGS,0.0029784815535358992
UAMAS,0.0029784815535358992
UDCPDP,0.0029784815535358992
UDCPDPS,5.940330182560629e-06
UDCPDPpp,0.0
UDCPPtppi,0.0
UDPACGALtex,0.0
UDPG4E,0.0
UDPGALM,0.0
UDPGALPpp,0.0
UDPGALtex,0.0
UDPGLCURtex,0.0
UDPGPpp,0.0
UDPGtex,0.0
UDPKAAT,0.0
UGLCURPpp,0.0
UGLT,0.0
UGLYCH,0.0
UGMDDS,0.0029784815535358992
UHGADA,0.0017607138661109704
ULA4NFT,0.0
ULA4Ntppi,0.0
UM3PL,0.0
UM4PCP,0.0
UM4PL,0.0
UMPK,0.038455753493837765
UMPtex,0.0
UPLA4FNF,0.0
UPLA4FNT,0.0
UPP3MT,2.4085338740200366e-05
UPP3S,7.22560162206011e-05
UPPDC1,4.817067748040073e-05
UPPRT,0.0
URACPAH,0.0
URAt2rpp,0.0
URAtex,0.0
UREAtex,0.0
UREAtpp,0.0
URIC,0.0
URIH,0.0
URIK2,0.0
URIt2rpp,0.0
URItex,0.0
USHD,0.0008803569330554852
VALTA,0.0
VALTRS,-0.0
VALabcpp,0.0
VALt2rpp,0.0
VALtex,0.0
VPAMTr,0.04441034046883654
WCOS,0.0
X5PL3E,0.0
XANt2pp,0.0
XANtex,0.0
XANtpp,0.0
XMPtex,0.0
XPPT,0.0
XTSNH,0.0
XTSNt2rpp,0.0
XTSNtex,0.0
XYLI1,0.0
XYLI2,0.0
XYLK,0.0
XYLK2,0.0
XYLUt2pp,0.0
XYLUtex,0.0
XYLabcpp,0.0
XYLt2pp,0.0
XYLtex,0.0
ZN2abcpp,0.0
ZN2t3pp,0.0
ZN2tpp,3.499394507544807e-05
Zn2tex,3.499394507544807e-05
Ec_biomass_iJO1366_WT_53p95M,0.10800600331928416
Ec_biomass_iJO1366_core_53p95M,0.0
2DGULRGx,0.0
2DGULRx,0.0
3HCINNMH,0.0
3HPPPNH,0.0
3OAR100,0.0
3OAR120,0.0
3OAR121,0.0
3OAR140,0.0035214277322219408
3OAR141,0.0
3OAR160,0.0
3OAR161,0.010190150401167821
3OAR180,0.0
3OAR181,0.0
3OAR40,0.0
3OAR60,0.0
3OAR80,0.0
5DGLCNR,0.0
ABUTD,0.0
ACALD,0.0
AGPR,-0.03536483769084649
AKGDH,-0.03497698813292694
ALCD19,0.0
ALCD2x,0.0
ALDD19xr,0.0
ALDD2x,0.0
ALDD3y,0.0
ALDD4,0.0
ALR2,0.0
ALR4x,0.0
AMPMS2,2.4085338740200366e-05
APPLDHr,0.0
APRAUR,4.817067748040073e-05
ASAD,-0.05587474569716528
ATHRDHr,0.0
BETALDHx,0.0
BSORx,-0.0
CDGR,0.0
CHOLD,0.0
CINNDO,0.0
DHBD,7.225601622060111e-05
DHCIND,0.0
DHDPRy,0.03899286734834457
DHFR,0.0027754302672956485
DHMPTR,0.0
DHPPD,0.0
DHPTDNR,0.0
DKGLCNR1,0.0
DKGLCNR2x,0.0
DMPPS,0.0001022816851433621
DOGULNR,0.0
DPR,6.221145791187396e-05
DSERDHr,0.0
DURADx,0.0
DXPRIi,0.0007156477779935768
E4PD,2.4085338740200366e-05
EAR100x,0.0
EAR120x,0.0
EAR121x,0.0
EAR140x,0.0
EAR141x,0.0
EAR160x,0.0
EAR161x,0.010190150401167821
EAR180x,0.0
EAR181x,0.0
EAR40x,0.0
EAR60x,0.0
EAR80x,0.0
EGMEACPR,2.160120066385683e-07
EPMEACPR,2.160120066385683e-07
FADRx,0.20679920256143672
FALDH2,0.0
FLDR2,0.006248147292020589
FLVR,0.0
FMNRx,0.0
G3PD2,-0.13191007198391227
G5SD,0.0
G6PDH2r,0.0
GALCTLO,0.0
GAPD,-0.30082109259895196
GCALDD,9.63413549608049e-05
GGGABADr,0.0
GHBDHx,0.0
GLTPD,0.0
GLUDy,-0.8219988593269959
GLUSy,0.0
GLUTRR,0.0005780481297648088
GLYCDx,0.1144515495833699
GLYCL,-0.07430516011857519
GLYCLTDx,0.0
GMPR,0.0
GND,0.0
GOFUCR,0.0
GTHOr,0.0026790889123348436
HACD1,0.03382586014955001
HACD2,0.03382586014955001
HACD3,0.03382586014955001
HACD4,0.03382553613154005
HACD5,0.03382553613154005
HACD6,0.029423751466262627
HACD7,0.018353244132039318
HACD8,0.005251899917403511
HADPCOADH3,0.0
HISTD,0.009942600641560021
HPYRRx,0.0
HSDy,-0.01688187834882071
HXAND,0.0
ICDHyr,0.08254931235493881
IDOND,0.0
IMPD,0.025549468121196583
IPDPS,0.0006133660928502148
IPMD,0.04728265212110958
KARA1,-0.091755204047858
KARA2,0.030490742773053834
LALDO2x,0.0
LALDO3,0.0
LCADi,0.0
LCARR,0.0
LCARS,0.0
LDH_D,0.0
LIPOS,3.240180099578525e-07
LSERDHr,0.0
M1PD,0.0
MALDDH,0.0
MANAO,0.0
MDH,0.0
ME1,-0.7996491410581361
MOADSUx,5.313895363308781e-05
MSAR,0.0
MTHFD,0.0
MTHFR2,0.01705069173200875
NADH10,0.0
NADH16pp,0.0
NADH17pp,0.0
NADH18pp,0.0
NADH5,5.211360656101632
NADH9,0.0
NHFRBO,0.0
NODOx,0.0
NTRIR2x,0.0
OGMEACPR,2.160120066385683e-07
OMMBLHX3,0.0
OMPHHX3,0.0
OPHHX3,0.0
OPMEACPR,2.160120066385683e-07
OXCOAHDH,0.0
P5CD,-0.023199473500975596
P5CR,0.023199473500975596
PACCOAE,0.0
PDH,8.800756836227384
PDX5PO2,0.0
PDX5PS,2.4085338740200366e-05
PERD,2.4085338740200366e-05
PGCD,0.1540027899678749
POAACR,0.0
PPND,0.014496133741501042
PPPNDO,0.0
PYROX,0.0
QUINDH,0.0
SBTPD,0.0
SELGTHR2,0.0
SELGTHR3,0.0
SGSAD,0.0
SHCHD2,2.4085338740200366e-05
SHK3Dr,0.04017002477852144
SSALx,0.0
SULRi,0.026770043964707776
TAGURr,0.0
TDPDRR,0.0008803569330554852
THRD,-0.0571148706272773
THZPSN3,2.4085338740200366e-05
TRDR,0.9031052834815878
TRSARr,4.817067748040245e-05
TYRL,2.4085338740200366e-05
UACMAMO,0.0
UAPGR,0.0029784815535358992
UDPGD,0.0
UDPGDC,0.0
URDGLYCD,0.0
XAND,0.0
